"Loc_Cod","CanonicalName","ComputerName","Description","Enabled","OperatingSystem","WhenCreated","LastLogonDate","DaysSinceLastLogon"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010265","ARPACWN3010265","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-14-9-27-16, W10 64 bit","True","Windows 10 Enterprise","14/05/2019 08:34:19","28/06/2024 11:03:41","21"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010412","ARPACWN3010412","Account created by NGWS DNA app at:17-08-2023,14:51:32","True","Windows 11 Enterprise","17/08/2023 09:51:36","15/07/2024 08:32:50","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010414","ARBUEWN3010414","Account created by NGWS DNA app at:15-09-2023,18:45:51;5CG3123NF9","True","Windows 11 Enterprise","15/09/2023 13:46:11","14/07/2024 04:55:33","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010289","ARPACWN3010289",,"True","Windows 10 Enterprise","05/03/2021 13:16:42","16/07/2024 09:42:50","3"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010264","ARPACWN3010264",,"True","Windows 11 Enterprise","01/02/2023 10:14:54","18/07/2024 16:34:29","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010326","ARBUEWN3010326","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-06-03-11-57-51, W10 64 bit","True","Windows 10 Enterprise","03/06/2019 11:06:25","14/07/2024 17:46:03","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010283","ARBUEWN3010283","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-04-30-14-32-10, W10 64 bit","True","Windows 10 Enterprise","30/04/2019 13:30:57","15/07/2024 10:30:40","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARTOTWN3010235","ARTOTWN3010235",,"True","Windows 10 Enterprise","06/10/2020 12:20:59","11/07/2024 09:17:00","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010269","ARPACWN3010269","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-13-9-38-58, W10 64 bit","True","Windows 10 Enterprise","13/05/2019 08:41:08","08/07/2024 08:48:01","11"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010425","ARPACWN3010425","Created by  using OSD installer using TS package CAS00FB1 on 2024-04-09T16:08:51;5CD328GBBT","True","Windows 11 Enterprise","09/04/2024 11:08:50","12/07/2024 07:16:35","7"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010267","ARPACWN3010267","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-13-9-42-53, W10 64 bit","True","Windows 10 Enterprise","13/05/2019 08:52:24","18/07/2024 21:13:13","0"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010170","ARBUEWN3010170",,"True","Windows 10 Enterprise","16/02/2024 10:15:23","16/07/2024 09:27:51","3"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010286","ARCASWN3010286","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-15-18-45-21, W10 64 bit","True","Windows 10 Enterprise","15/04/2019 17:39:54","11/07/2024 09:41:00","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010278","ARPACWN3010278","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-13-10-48-31, W10 64 bit","True","Windows 10 Enterprise","13/05/2019 09:51:10","15/07/2024 12:18:09","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010410","ARPACWN3010410","This account is created by NGWS DNA app at:06-09-2022,20:02:06;5CG92159TD","True","Windows 11 Enterprise","06/09/2022 15:02:09","18/07/2024 09:36:33","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010231","ARCASWN3010231","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-15-18-40-13, W10 64 bit","True","Windows 10 Enterprise","15/04/2019 17:40:53","15/07/2024 10:00:08","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010277","ARBUEWN3010277","This account is created by NGWS DNA app at:24-10-2022,21:48:56;5CG9057848","True","Windows 10 Enterprise","24/10/2022 16:48:59","10/07/2024 05:49:06","9"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010272","ARPACWN3010272","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-14-11-42-10, W10 64 bit","True","Windows 10 Enterprise","14/05/2019 10:44:17","15/07/2024 09:26:20","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010416","ARBUEWN3010416","Account created by NGWS DNA app at:19-09-2023,17:51:47;5CG3123NFN","True","Windows 11 Enterprise","19/09/2023 12:52:07","18/07/2024 09:04:11","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010270","ARPACWN3010270","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-13-11-42-21, W10 64 bit","True","Windows 10 Enterprise","13/05/2019 10:45:06","15/07/2024 08:29:02","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010258","ARBUEWN3010258","Account created by NGWS DNA app at:03-07-2023,20:30:13;5CG90577QM","True","Windows 10 Enterprise","03/07/2023 15:30:48","03/07/2024 09:28:38","16"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010276","ARPACWN3010276","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-05-13-11-05-32, W10 64 bit","True","Windows 11 Enterprise","13/05/2019 09:50:59","18/07/2024 07:55:15","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010259","ARBUEWN3010259","GPWS Windows 10 SAC 2009 ECB 9.1 Installation 2022-02-09-12-27-00, W10 64 bit","True","Windows 11 Enterprise","22/04/2019 12:08:12","11/07/2024 17:08:29","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010261","ARBUEWN3010261","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-22-13-02-14, W10 64 bit","True","Windows 10 Enterprise","22/04/2019 12:07:19","11/07/2024 10:56:15","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010263","ARPACWN3010263","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-30-14-31-53, W10 64 bit","True","Windows 10 Enterprise","30/04/2019 13:38:51","15/07/2024 09:34:22","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010256","ARBUEWN3010256",,"True","Windows 10 Enterprise","22/05/2023 14:04:16","18/07/2024 12:19:42","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010232","ARCASWN3010232","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-16-10-39-33, W10 64 bit","True","Windows 10 Enterprise","16/04/2019 09:43:32","15/07/2024 09:41:51","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010271","ARPACWN3010271","This account is created by NGWS DNA app at:10-04-2023,03:57:49;5CG90577ST","True","Windows 10 Enterprise","09/04/2023 22:57:53","16/05/2024 09:23:20","64"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010274","ARPACWN3010274","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-09-23-10-45-05, W10 64 bit","True","Windows 10 Enterprise","23/09/2021 09:35:21","15/07/2024 09:40:24","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010284","ARBUEWN3010284","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-04-30-15-40-59, W10 64 bit","True","Windows 10 Enterprise","30/04/2019 13:35:20","11/07/2024 08:55:23","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010236","ARPACWN3010236","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-29-14-36-47, W10 64 bit","True","Windows 10 Enterprise","29/04/2019 13:41:45","18/07/2024 11:27:38","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010227","ARPACWN3010227",,"True","Windows 10 Enterprise","10/01/2022 11:31:05","10/07/2024 13:35:14","9"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010177","ARPACWN3010177",,"True","Windows 10 Pro","11/06/2024 09:28:28","11/06/2024 09:29:37","38"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010421","ARCASWN3010421","Account created by NGWS DNA app at:29-09-2023,22:35:14;5CG3123NG0","True","Windows 11 Enterprise","29/09/2023 17:35:37","15/07/2024 08:09:13","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010262","ARPACWN3010262","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-04-17-02-21, W10 64 bit","True","Windows 10 Enterprise","04/04/2019 16:05:30","10/07/2024 09:07:48","9"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010328","ARBUEWN3010328","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-06-03-13-30-19, W10 64 bit","True","Windows 10 Enterprise","03/06/2019 12:38:18","22/05/2024 09:30:30","58"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010279","ARBUEWN3010279","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-03-18-15-35, W10 64 bit","True","Windows 10 Enterprise","03/04/2019 17:22:17","15/07/2024 09:31:23","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010239","ARBUEWN3010239","Account created by NGWS DNA app at:28-12-2023,22:18:10;5CG90577L7","True","Windows 11 Enterprise","28/12/2023 18:18:27","11/07/2024 09:37:08","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010409","ARPACWN3010409","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-10-03-10-23-34, W10 64 bit","True","Windows 10 Enterprise","03/10/2019 09:04:25","15/07/2024 07:00:27","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010422","ARCASWN3010422","Account created by NGWS DNA app at:29-09-2023,22:46:40;5CG3123NF6","True","Windows 10 Enterprise","29/09/2023 17:46:53","15/07/2024 06:05:17","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010253","ARBUEWN3010253","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-10-18-58-36, W10 64 bit","True","Windows 10 Enterprise","10/04/2019 18:04:16","14/07/2024 14:18:54","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010420","ARCASWN3010420","Account created by NGWS DNA app at:28-09-2023,21:47:10;5CG3123NDY","True","Windows 11 Enterprise","28/09/2023 16:47:24","15/07/2024 13:50:54","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010257","ARBUEWN3010257","This account is created by NGWS DNA app at:09-01-2023,15:19:28;5CG90577GH","True","Windows 11 Enterprise","09/01/2023 11:20:30","15/07/2024 06:30:45","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010230","ARBUEWN3010230",,"True","Windows 10 Enterprise","01/09/2022 17:19:46","11/07/2024 09:32:57","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010244","ARPACWN3010244","GPWS Windows 10 SAC 2009 ECB 9.0 Installation 2021-12-06-16-06-32, W10 64 bit","True","Windows 10 Enterprise","06/12/2021 15:15:39","12/07/2024 09:32:24","7"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010187","ARBUEWN3010187","GPWS Windows 10 SAC 1909 ECB 8.0 Installation 2021-05-18-12-35-42, W10 64 bit","True","Windows 10 Enterprise","26/08/2019 16:52:00","15/07/2024 16:35:48","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010358","ARBUEWN3010358","GPWS Windows 10 SAC 1909 ECB 8.0 Installation 2020-09-03-13-27-24, W10 64 bit","True","Windows 10 Enterprise","03/09/2020 12:40:42","19/07/2024 07:40:56","0"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010237","ARCASWN3010237","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-29-17-30-59, W10 64 bit","True","Windows 10 Enterprise","29/04/2019 16:34:33","11/07/2024 08:11:17","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010426","ARPACWN3010426","Created by  using OSD installer using TS package CAS00FB1 on 2024-04-09T16:40:33;5CD328GBJR","True","Windows 11 Enterprise","09/04/2024 11:40:33","18/07/2024 16:58:58","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010238","ARPACWN3010238",,"True","Windows 10 Pro","30/08/2023 11:00:55","28/06/2024 11:28:49","21"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARTOTWN3010251","ARTOTWN3010251","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-05-02-13-07-47, W10 64 bit","True","Windows 10 Enterprise","02/05/2019 12:11:38","05/07/2024 12:31:33","14"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010255","ARBUEWN3010255","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-11-13-01-11, W10 64 bit","True","Windows 10 Enterprise","11/04/2019 12:02:37","11/07/2024 09:36:42","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010288","ARPACWN3010288","Account created by NGWS DNA app at:24-05-2023,15:30:18;5CG8522K3X","True","Windows 10 Enterprise","24/05/2023 10:30:21","15/07/2024 07:16:18","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010287","ARPACWN3010287",,"True","Windows 10 Enterprise","01/12/2020 17:49:56","15/07/2024 08:39:34","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010423","ARPACWN3010423","Created by  using OSD installer using TS package CAS00FB1 on 2024-04-05T21:20:30;5CD328GBKR","True","Windows 11 Enterprise","05/04/2024 16:20:29","18/07/2024 09:11:47","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010424","ARPACWN3010424","Created by  using OSD installer using TS package CAS00FB1 on 2024-04-05T21:21:13;5CD328GBJH","True","Windows 11 Enterprise","05/04/2024 16:21:13","19/07/2024 07:44:43","0"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010241","ARPACWN3010241","This account is created by NGWS DNA app at:05-09-2022,22:11:05;5CG90577JS","True","Windows 10 Enterprise","05/09/2022 17:11:07","18/07/2024 11:37:35","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010184","ARPACWN3010184",,"True","Windows 10 Enterprise","22/11/2022 11:15:42","14/07/2024 17:32:03","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010417","ARBUEWN3010417","Account created by NGWS DNA app at:13-09-2023,17:45:05;5CG3123NGQ","True","Windows 10 Enterprise","13/09/2023 12:45:15","16/07/2024 10:27:37","3"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010411","ARPACWN3010411","GPWS Windows 10 SAC 2009 ECB 9.1 Installation 2022-01-14-8-39-50, W10 64 bit","True","Windows 10 Enterprise","14/01/2022 07:57:08","18/07/2024 13:46:23","1"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010252","ARBUEWN3010252","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-08-02-9-51-29, W10 64 bit","True","Windows 10 Enterprise","30/07/2019 16:35:21","11/07/2024 09:02:14","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010418","ARCASWN3010418","Account created by NGWS DNA app at:28-09-2023,20:08:31;5CG3123NDW","True","Windows 11 Enterprise","28/09/2023 15:08:45","11/07/2024 09:26:24","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010254","ARBUEWN3010254","GPWS Windows 10 ECB64 6.1(00-AA-B01) Installation 2019-04-10-11-26-21, W10 64 bit","True","Windows 10 Enterprise","10/04/2019 10:32:24","04/07/2024 09:56:17","15"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARCASWN3010229","ARCASWN3010229","[Managed by StaleAccounts] ","True","Windows 10 Enterprise","01/06/2023 14:38:12","08/07/2024 10:43:55","11"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3010175","ARPACWN3010175","This account is created by NGWS DNA app at:27-05-2022,17:56:28","True","Windows 10 Enterprise","27/05/2022 12:56:24","09/07/2024 09:38:13","10"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARPACWN3338894","ARPACWN3338894","This account is created by NGWS DNA app at:03-05-2022,18:58:45","True","Windows 10 Enterprise","03/05/2022 13:58:40","08/07/2024 12:27:13","11"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Notebooks/ARBUEWN3010179","ARBUEWN3010179",,"True","Windows 10 Enterprise","26/01/2024 10:22:16","11/07/2024 10:11:29","8"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Desktops/ARPACWD3010313","ARPACWD3010313","This account is created by NGWS DNA app at:06-01-2023,03:05:01;8CC9084FX0","True","Windows 11 Enterprise","05/01/2023 23:05:04","13/07/2024 19:02:15","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Desktops/ARBUEWD3010382","ARBUEWD3010382","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-07-03-16-03-45, W10 64 bit","True","Windows 11 Enterprise","03/07/2019 15:07:51","19/07/2024 07:19:35","0"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Desktops/ARCASWD3010397","ARCASWD3010397","GPWS Windows 10 ECB64 7.0(00-AA-B01) Installation 2019-07-04-12-36-57, W10 64 bit","True","Windows 10 Enterprise","04/07/2019 11:45:14","15/07/2024 05:43:23","4"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Desktops/ARPACWD3010308","ARPACWD3010308","GPWS Windows 10 SAC 1909 ECB 8.0 Installation 2021-05-07-10-45-35, W10 64 bit","True","Windows 10 Enterprise","23/05/2019 17:26:08","14/07/2024 17:39:39","5"
"NGWS-AR-DSC","phx-dc.dhl.com/NGWS/Computers/Prod/AR/DSC/Desktops/ARBUEWD3010348","ARBUEWD3010348","GPWS Windows 10 SAC 1909 ECB 8.0 Installation 2021-11-08-18-16-23, W10 64 bit","True","Windows 11 Enterprise","08/11/2021 16:47:58","19/07/2024 18:42:49","0"
